# F6 frozen token corpus. label<TAB>class<TAB>token. Generated by f6_corpus_test.go; do not edit by hand.
secret	random-mixed-alnum	yd6GbM
secret	random-mixed-alnum	eZJ2ri
secret	random-mixed-alnum	3LgHe6
secret	random-mixed-alnum	Ev0Ac9
secret	random-mixed-alnum	KiTN8X
secret	random-mixed-alnum	7cb20c
secret	random-mixed-alnum	Jaeve6
secret	random-mixed-alnum	D1Drc6
secret	random-mixed-alnum	T4hRoN
secret	random-mixed-alnum	Lm7kWz
secret	random-mixed-alnum	rTMWyW
secret	random-mixed-alnum	LNATFu
secret	random-mixed-alnum	3LH6F5
secret	random-mixed-alnum	t8nll9
secret	random-mixed-alnum	KRHQqW
secret	random-mixed-alnum	jEAJYo
secret	random-mixed-alnum	NEWYRA
secret	random-mixed-alnum	rYwTUY
secret	random-mixed-alnum	hehYrk
secret	random-mixed-alnum	aJqwvK
secret	random-mixed-alnum	8xlfbxRY
secret	random-mixed-alnum	zOsSAelN
secret	random-mixed-alnum	MQYKxun5
secret	random-mixed-alnum	wZ7EaXJI
secret	random-mixed-alnum	FjOxfE55
secret	random-mixed-alnum	V8ZMbGVe
secret	random-mixed-alnum	a8ThA6ey
secret	random-mixed-alnum	zImBY0SA
secret	random-mixed-alnum	PlCtcIDs
secret	random-mixed-alnum	zxWD9cXw
secret	random-mixed-alnum	O7V0vCmI
secret	random-mixed-alnum	jnWPMAFC
secret	random-mixed-alnum	86JdY1Rb
secret	random-mixed-alnum	54MY9ZTU
secret	random-mixed-alnum	XkOf7ubK
secret	random-mixed-alnum	HWM1HQd7
secret	random-mixed-alnum	ZfUj2Cwy
secret	random-mixed-alnum	Xe30x3wN
secret	random-mixed-alnum	YPsFrzbj
secret	random-mixed-alnum	BoHF1SUr
secret	random-mixed-alnum	LinlyH05Al
secret	random-mixed-alnum	Iaqh4DENuF
secret	random-mixed-alnum	OLaFe8vma4
secret	random-mixed-alnum	z6qypQ32SR
secret	random-mixed-alnum	dh1x4k5nhn
secret	random-mixed-alnum	nShxZNMBPx
secret	random-mixed-alnum	d88OVq0rqA
secret	random-mixed-alnum	kbysJaVjl9
secret	random-mixed-alnum	OvhyCfXAhJ
secret	random-mixed-alnum	iVSaA3aKkc
secret	random-mixed-alnum	ut7OihchDS
secret	random-mixed-alnum	FdiWQofMNM
secret	random-mixed-alnum	gaTuSgQdE4
secret	random-mixed-alnum	zuauq1Mi1l
secret	random-mixed-alnum	rtmdhUkpm5
secret	random-mixed-alnum	3CLASXYfr2
secret	random-mixed-alnum	jAdKuzEzq6
secret	random-mixed-alnum	bzRNDDtxJB
secret	random-mixed-alnum	gSz5Jgw6bR
secret	random-mixed-alnum	QETemD3CL3
secret	random-mixed-alnum	KmxFAQTDIbmq
secret	random-mixed-alnum	qVjhPyrSSll5
secret	random-mixed-alnum	oTAeISwMokQ0
secret	random-mixed-alnum	M5aHbDfLUbaU
secret	random-mixed-alnum	oA28PkZfnFAu
secret	random-mixed-alnum	C2MuAjKs4JUC
secret	random-mixed-alnum	OKQBZdxAf2Rg
secret	random-mixed-alnum	ZN0dC6yEKpMh
secret	random-mixed-alnum	2Mj9VaXTA2Ew
secret	random-mixed-alnum	PRQv61in1QOH
secret	random-mixed-alnum	Z2jebxRvm7n0
secret	random-mixed-alnum	LyzJBzdOgBUh
secret	random-mixed-alnum	uvKrYq3fMbKg
secret	random-mixed-alnum	0pCBmJfQnn73
secret	random-mixed-alnum	w8K7L7fOlMV7
secret	random-mixed-alnum	gVYqnF0Fx9Jp
secret	random-mixed-alnum	YRS2LyOg8Vzn
secret	random-mixed-alnum	fGRCGZkY4LgC
secret	random-mixed-alnum	ePQru3xre9H9
secret	random-mixed-alnum	qNKB3p0JjK4l
secret	random-mixed-alnum	MdiBamIzTMymv3
secret	random-mixed-alnum	MxeX564PGi2lop
secret	random-mixed-alnum	p40naF2tYr3Dk6
secret	random-mixed-alnum	A7jnpN7TJ0LnTP
secret	random-mixed-alnum	5QLh4ri3RPniWl
secret	random-mixed-alnum	QoWYq6N899TkP4
secret	random-mixed-alnum	ECYJefmzvZ1X68
secret	random-mixed-alnum	BbZKIJulMFHtbD
secret	random-mixed-alnum	Lyexd7Ld1FyZSk
secret	random-mixed-alnum	sYPKzuf9Nh6qzy
secret	random-mixed-alnum	PflmGXIhWLvtXm
secret	random-mixed-alnum	M1NuXtow9svFam
secret	random-mixed-alnum	Gvvh17aADTmdbB
secret	random-mixed-alnum	TjgHXhpo0GD1JT
secret	random-mixed-alnum	ZGGbVoGAbCNOVE
secret	random-mixed-alnum	1XjlCAeKWQcq0a
secret	random-mixed-alnum	UWz8aCsbEvnHcw
secret	random-mixed-alnum	pRi1t3uWb35xvR
secret	random-mixed-alnum	vUk8k5jnHM8fcw
secret	random-mixed-alnum	m6Q37MHTPWO1Ro
secret	random-mixed-alnum	B8oGQBwMdbvnVE2l
secret	random-mixed-alnum	JQjWAdL8OEGGHoHS
secret	random-mixed-alnum	HaNZkUD5dF33h08t
secret	random-mixed-alnum	V1bIZvMx3lt6k8EL
secret	random-mixed-alnum	BpwRE8jne3aDtCbt
secret	random-mixed-alnum	v2RJkm7mq18Diogk
secret	random-mixed-alnum	kgaHSEKCVYRr8hAD
secret	random-mixed-alnum	jXBBJHtaTyArwjr8
secret	random-mixed-alnum	h8K8fE3rqKMFUCOV
secret	random-mixed-alnum	BfsL5xZMrQrqPDZ7
secret	random-mixed-alnum	dnhGdfPmj5HaznfI
secret	random-mixed-alnum	KpLm3NBM9LTTufX5
secret	random-mixed-alnum	3AqQfrIWl2LvTE1h
secret	random-mixed-alnum	0k5HVWbwcxxBAXpC
secret	random-mixed-alnum	uIzcdQfVc03htQOn
secret	random-mixed-alnum	FXP3LaQ80odweXqs
secret	random-mixed-alnum	QRN8uICVHsSoMz4P
secret	random-mixed-alnum	PCDJ2V1pc4lv8s3n
secret	random-mixed-alnum	ZVObW0yHsfEs7xms
secret	random-mixed-alnum	lkfZ4ikd1t794Ctn
secret	random-mixed-alnum	mdaWgboNpuSgHHlvh2uf
secret	random-mixed-alnum	B5dFj9Zpmow92lQZwJ5A
secret	random-mixed-alnum	nJYXF8Gn5umhxahfZKh3
secret	random-mixed-alnum	DdgFxVFU4vk1vFPk1ALE
secret	random-mixed-alnum	SUEAGy0bXTxo6jV6ykik
secret	random-mixed-alnum	oX96TjQNdvhV8TN28KOq
secret	random-mixed-alnum	NiRNKnLqyssMojaZUlCr
secret	random-mixed-alnum	HV47qzvkYJZqgDYCwr3M
secret	random-mixed-alnum	J1yl5zSuHEzv4sxr9Pcv
secret	random-mixed-alnum	KctFyyl3vqhyRT8WqyYV
secret	random-mixed-alnum	jaILqWlps8nhX1SAgPGx
secret	random-mixed-alnum	C6H79jlfq9YOax3QUEib
secret	random-mixed-alnum	iXG02pvwuV6VALWMyqbo
secret	random-mixed-alnum	6UBB0V0S7GXwLaYj1OCx
secret	random-mixed-alnum	z0nvOMdd90V1ZI7b3zE9
secret	random-mixed-alnum	zVYwKXwcgD8yydQso9Fq
secret	random-mixed-alnum	HumnNBGFJYXbLa3CRgRZ
secret	random-mixed-alnum	wkAbIbf7rjHVCAcIVQDp
secret	random-mixed-alnum	cEn0wV42frYOLcWtoASX
secret	random-mixed-alnum	Y6g1cBKrscDifRfEiDKO
secret	random-mixed-alnum	ppFwH7yk2EakpxVWRS7ZQPet
secret	random-mixed-alnum	2q1feFiJE8ukFQrYtNhyWk1I
secret	random-mixed-alnum	RseCfbP2aKKxLuEjzMUEXq7W
secret	random-mixed-alnum	vQ1KoO8aMPdd3mIBOLhNpsIp
secret	random-mixed-alnum	73hAhKtM9hSDW9QcDEDvXl1r
secret	random-mixed-alnum	rAVbuK3DJdx59teLTeYtlJwZ
secret	random-mixed-alnum	IbzXhxn1iI0okdjKGZTQ1uJ5
secret	random-mixed-alnum	eeaYcsIOQAn0hUoapcPSuVCj
secret	random-mixed-alnum	7zKWUvBAiagkP7tNdUO1VxKK
secret	random-mixed-alnum	yP7tBDkvRbtUbvA9scFIqp2u
secret	random-mixed-alnum	U5kjd6mJMu5aP2HI55w92tQB
secret	random-mixed-alnum	3svPphupzWHymJ3chsUoqUxJ
secret	random-mixed-alnum	5mpaWyhoIpi2GQ4GpyFeWBQc
secret	random-mixed-alnum	pty8bFyssfkAYohycQ6NgfBl
secret	random-mixed-alnum	GtnxfAeOBEEIDizFV2FUMjCo
secret	random-mixed-alnum	DGUAOoe7tBhJqNFnmjfu3L49
secret	random-mixed-alnum	gCU30Y5q3Avb8p7vDbkO0Jfh
secret	random-mixed-alnum	ph0XXnMMJjkeCY2cECo4XyHj
secret	random-mixed-alnum	4cphbg86StvxLuumtrzl3WiP
secret	random-mixed-alnum	fliu9KoGUjTNLNtdB49Fe0IR
secret	random-mixed-alnum	QV7IWPGrbrsWIGvMHU3RQJnmiD4ch7mK
secret	random-mixed-alnum	m0z2StAlxRWxkUrQPyfPr9t9ngDbAhnD
secret	random-mixed-alnum	mD7kgcJmzKnM4QSUhFfKGZrWEPeSlC3Y
secret	random-mixed-alnum	JTYWnq1cc4CcFzGlU7WAbAbPRXpvoWJr
secret	random-mixed-alnum	ieeDkLgtj6JX9UpOwnsntJQU9MDAMMSh
secret	random-mixed-alnum	YxFyC7nU3yTliXSp2szE1t1UEnFteBRH
secret	random-mixed-alnum	wr1xv7HQ2Up5HHG1clINQ89aDd7fJUCe
secret	random-mixed-alnum	kRV6zDgLRjGh1WqhPcYmN8XLfieS6kAj
secret	random-mixed-alnum	Q7q0c3oK2do0abpAmuUyFtsuq8AswshZ
